Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Armenia,ARM,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00192948,0.00346122,0.02314889,0.345188503,14.52310475,37.92910932,45.3600933,53.40515695,59.11870647,59.15051475,58.33797832,60.68781429,62.11846823,64.97499576,69.05451201,71.27030327,74.56157479,77.75122616,82.40818434,84.46612526,91.0280582,94.92547003,100,103.3668246,105.7537532,107.0375085,107.3249846,109.6331606,112.6894147,113.8902586,116.1937359,124.1752239
American Samoa,ASM,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.62068966,71.58469945,69.25170068,68.30601093,70.22792023,72.44755245,80.45977011,101.1994003,85.65022422,85.20179372,100,102.2435897,101.2598425,102.7480916,104.1925466,102.1702838,103.902439,105.8823529,111.4779874,
Antigua and Barbuda,ATG,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,26.84185093,29.15972047,33.48862336,37.3059176,40.4219367,44.97857918,47.30508828,49.12360929,52.76428764,57.05135444,62.11548627,69.79954142,72.99685363,74.20165202,76.13564521,78.00957137,79.42406737,82.00105112,83.97183448,86.47183084,88.05192067,89.90973433,91.26217019,92.67974562,94.05380471,94.7138765,93.89471376,95.34023896,99.59397965,100,103.7341302,108.2783773,110.2673822,111.8920147,113.0281833,115.3291115,114.2374702,116.4211238,119.9341355,122.1813073,121.0451895,123.8931605,124.1509537,126.3173708,128.823476
Australia,AUS,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,6.098604009,6.295041334,6.290266688,6.402932305,6.613555735,6.810860967,6.993698931,7.334142722,7.499454478,7.855923179,8.259247739,8.688009261,9.226086326,10.05500581,11.70197507,13.63315552,15.54470896,17.31984738,18.74643244,20.36439877,22.40413428,24.53911671,27.41301611,30.19766714,32.57103764,34.07959443,36.27971312,38.83967585,41.63557944,45.48520892,48.26087683,49.72945589,50.47737522,50.92736323,51.44755441,52.61576852,54.05005271,54.73494353,55.38575856,55.65580603,57.07949373,59.71491104,61.40831815,63.25511079,65.30768311,67.79391461,71.26529161,74.81603511,78.26848354,82.1727804,83.13040837,88.29013053,89.86975571,89.73262207,91.02640903,90.46519262,89.92461006,93.29236767,94.99976288,98.24760139,100,102.8318675
Austria,AUT,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,16.27326465,17.10111063,17.67232248,18.32235753,18.90570259,19.91175357,20.53347141,21.20034981,21.80202251,22.39799668,23.84297878,25.32228649,27.24676294,29.43891267,32.23623923,34.31798331,36.24834222,38.13278919,40.41809359,42.08104398,44.42943099,47.41360822,49.95274416,51.68749475,54.24590862,55.85321262,57.50143925,58.90271954,59.80207892,61.57506736,63.42212272,65.73187495,68.0187482,69.89408266,71.65886814,72.95870139,73.67822412,74.61172393,74.94143704,75.13354918,76.15840153,77.64128588,78.53074108,79.55757181,80.94164989,82.99578235,84.56619623,86.44456017,88.13569436,89.80081047,90.5848209,92.24561228,94.14055457,95.6692918,97.75077551,100,101.8482947,102.8724141,104.7261035,106.4253782,108.8862996,110.8207925
Azerbaijan,AZE,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002554933,0.004689567,0.054648898,0.462944213,6.879663017,44.41898128,56.15410432,61.34414991,60.75209705,62.06564346,69.81936391,71.57532805,74.59178882,79.78447062,87.16610201,100,111.3012191,134.7071184,172.1253337,139.6883881,158.6103212,194.3362828,199.9388675,200.8287245,198.2480844,180.7037384,207.2155071,240.7272284,270.059545,269.4078699,249.4825559,302.2654028
Burundi,BDI,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,2.212037163,2.656157517,2.561401317,2.68145802,2.826718436,2.79762122,2.885803191,2.732336576,2.815859,2.966841976,3.120658248,3.163730165,3.299479814,3.481295751,3.914897321,4.740428031,5.123215141,5.85604627,6.588503275,8.310125802,9.671658838,9.085235688,9.600552214,10.2177284,11.97683244,12.58391879,12.04816924,11.63638751,12.04263971,13.81979431,14.6469866,15.24650839,16.07008829,17.31433828,18.46374118,21.4369042,24.53520385,32.48406748,36.20367382,41.61762198,57.82556042,65.75714952,66.43304002,74.36896399,84.14562649,100,102.8456663,111.3544704,138.3198437,152.7864324,165.8673306,179.7408891,205.4331807,221.7714952,233.5379279,283.3252879,286.0825429,318.8366556,309.7470711,312.9615204,347.3699031,379.8162175
Belgium,BEL,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,14.92706512,15.12342599,15.37563815,15.8408737,16.57627463,17.42178281,18.13363946,18.71272471,19.20305223,19.9757497,21.31022414,22.45207236,23.8705537,25.49541905,28.5977884,32.28396405,34.72955927,37.32665654,38.977708,40.73374783,42.41466543,44.5944385,47.97042312,50.66293119,53.41834476,55.89040801,57.4535404,58.42112173,59.68826996,62.55178926,64.3109981,66.16098402,68.42668316,71.15911932,72.64940815,73.53629003,73.8867785,74.44656277,75.7908023,76.24471173,77.78075095,79.3229898,80.62389301,82.11550653,83.68801105,85.43129443,87.36606306,89.05373174,90.75362983,91.23750949,92.9637942,94.64392836,96.50000875,97.72677298,98.68708077,100,101.9208507,103.7862803,105.351427,107.242303,108.5879875,113.4978758
Benin,BEN,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,5.681644773,5.740815448,5.957850486,6.109718546,6.087499211,6.21275684,6.28337511,6.29223922,6.498217241,6.72267837,7.061975103,7.173080011,7.554488892,7.918822245,9.10036674,10.39689014,11.85613838,12.46991725,14.00801407,15.82971229,17.44241487,18.74517981,21.77220468,22.80555918,23.25108424,22.11713311,21.31999346,21.96566091,21.83155903,22.31729691,22.80305451,22.97558701,23.67062941,24.23359316,32.72264818,37.6635887,40.26512338,41.74185047,43.9256191,65.16038057,67.98902897,69.328607,71.79269354,73.9907734,74.56028852,77.76165689,79.39023255,79.69997611,84.82799388,86.98236371,87.74857888,91.0243062,98.03218386,99.40198599,99.15568512,100,100.6835911,100.3131846,100.9857264,100.5842532,103.4791005,106.2730353
Burkina Faso,BFA,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,11.74559633,11.96883411,12.20945214,12.83793672,13.07058793,12.98483546,13.28389141,12.69793784,12.66443069,13.53994231,13.78141733,14.2468813,15.28642569,15.69577461,17.42461857,18.84928256,20.11699212,23.87122043,27.34026389,29.46009822,32.02146773,36.37146224,39.66181255,41.8072457,44.5251704,44.86225564,42.01544186,42.53530866,43.98514873,46.11034416,46.9449485,45.08227587,45.18463951,44.5331494,51.05234017,54.50836358,54.69843705,55.54965405,59.96047214,70.38809262,69.81106991,72.57667239,74.79533117,75.905839,75.97464657,78.81563141,78.29322027,80.2445607,87.59480232,89.70189956,93.09228936,99.36485229,105.1518608,102.9129977,102.2745389,100,102.6042992,104.0574811,105.175024,106.8758029,114.1807797,113.2483679
Bangladesh,BGD,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,0.928434133,0.986530728,0.98674997,1.03770632,0.946977326,1.022088773,1.086441413,1.247147429,1.175192206,1.3141906,1.320897034,1.36003858,1.419907746,2.291813219,3.312649093,5.981642397,4.927053762,4.768887654,5.990623526,6.743315777,7.927109386,8.711472311,9.570058684,10.3823419,11.20001013,13.27146496,14.36694541,15.96449675,17.16116914,18.59206283,19.80663308,20.34726146,20.8726607,20.90512148,21.73426382,23.28716364,27.74507501,28.79945228,30.16345556,31.3039472,32.38288762,33.43894544,34.74067926,36.76113347,38.43822651,40.20114223,42.56333554,45.31771969,48.88013027,52.18655565,55.9151092,60.30972973,65.23376204,69.91425409,73.8775453,78.21620882,100,105.0475976,111.1461766,115.2120566,119.637424,124.567892
Bulgaria,BGR,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,0.048113781,0.049471041,0.05041914,0.050093799,0.051464741,0.051582686,0.052276726,0.052310099,0.049490718,0.052821287,0.066654126,0.217650958,0.347324459,0.524776185,0.906314543,2.138646643,3.485274199,35.31320642,47.30239932,48.87242712,52.47962881,55.69019442,57.83336449,59.0995773,62.39825487,66.51295218,71.00688435,78.85156678,85.23894129,88.59567431,89.27275204,94.72997743,95.78350437,95.85243211,97.13756419,100,103.3220819,108.2921721,112.8758055,118.7869072,123.7790686,131.4871645
Bahrain,BHR,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,40.39822513,48.03824255,54.63100815,52.61514189,52.39495801,51.43875289,42.49219048,42.77223461,43.63171174,45.3659241,47.55559915,46.66035317,45.01200513,43.65002525,46.85009131,47.36107049,47.4542401,47.89637843,44.51613436,45.69867597,59.40429226,57.40603409,59.36607676,64.47309138,71.55938341,81.3880417,88.58472778,96.05741004,106.974423,93.07422935,100,109.7367535,113.0450597,113.479311,111.5832045,101.2560038,101.5063884,107.1092217,111.77925,111.8723194,105.7160253,115.7604232
"Bahamas, The",BHS,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,8.708804817,8.809879315,8.905874627,9.025548581,9.161410259,9.345712888,9.698169492,10.15525126,10.6796157,11.63281122,12.34768768,12.91352684,13.78992385,14.55540576,16.48147996,18.23780881,18.67363139,18.99644302,19.42346098,21.08496259,23.19490646,27.29769752,28.30634951,29.99821068,30.94958458,33.56814448,35.13254993,37.44650181,38.00232422,38.69137147,40.65445986,41.69380723,43.32218601,42.95308816,43.89091168,44.24310784,44.67856779,73.34978165,82.88417452,83.06976292,83.83559795,84.13236097,87.46464448,88.47440552,89.53134733,94.05880947,94.83755725,97.63272587,99.08595419,98.05943317,97.6747516,96.83590557,99.99981344,101.4331314,105.3759548,110.7383083,111.43922,112.9197621,114.4625667,116.1809502,112.1298369,113.9429279
Bosnia and Herzegovina,BIH,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.35641606,51.54624334,42.75412258,48.31706762,47.55272768,51.52610477,62.77747022,65.7444073,69.03679937,70.01081298,71.52442686,75.95108491,81.87536627,86.9496489,93.32771109,93.50080276,94.81569891,97.12211724,97.89498917,97.67558496,98.65267019,100,101.4069619,103.1271909,105.9607445,108.7487202,108.9401218,110.8303255
Belarus,BLR,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.07E-06,2.25E-06,2.55E-05,0.000295224,0.006039537,0.045991319,0.070695246,0.121348089,0.214276998,0.893092459,2.54791027,4.574379812,6.62798994,8.661809962,10.62588598,12.64184613,14.00066958,15.8029341,19.15529524,20.92881925,23.29178229,39.83798997,69.82698075,84.67030847,100,116.0224938,125.700994,136.540376,153.1153262,166.324176,186.5062399,210.4205908
Belize,BLZ,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,23.172561,23.58109947,23.90108664,24.1251974,24.64055287,26.02303925,27.5255923,28.38506342,28.86175029,28.92407211,31.0556728,32.62830215,32.22526589,36.9547332,44.97783599,52.56887642,53.17735299,54.36985271,58.36559213,60.45825204,69.49602535,68.07524693,63.32359852,68.22532325,74.66516604,73.31743253,76.39849588,83.71864608,86.83828375,88.61446186,88.76764628,85.94468065,89.43062104,90.90764223,94.17665959,99.87648702,101.8399226,100.3344492,101.8226692,99.52630991,100,99.75283197,101.5016722,98.65349361,100.6378629,103.482503,107.8493593,112.9401065,115.8633603,112.7855045,114.7187824,119.3265845,121.6225044,124.5792429,126.3829622,127.0704091,131.8943729,132.5935527,132.9341281,134.363684,131.5603958,135.3132192
Bermuda,BMU,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,4.558559072,4.601365607,4.646299991,4.705345238,4.727039375,4.796107234,4.921219016,5.092493954,5.549882135,5.898473736,6.268279691,6.866662932,7.520765502,8.484341745,9.755631077,10.3757992,10.66462505,11.65313993,12.22632412,13.01068724,14.29277169,16.82393455,18.87790008,20.95397469,23.11151169,24.87124257,26.32251357,28.03035884,29.40188821,31.05918831,32.9331669,35.05096422,36.03725668,37.9098623,38.65273182,40.26782211,52.09234631,54.18849185,55.67409704,57.18406274,54.76154218,54.01174948,58.64619647,60.30279876,63.13229207,67.40153424,80.59818969,85.8974359,90.28586211,91.22807018,93.26813235,92.1943774,98.36974459,100,103.0118909,106.0528226,110.6907287,110.5857565,112.3674224,115.0859858,114.5360969,115.708543
Bolivia,BOL,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,7.35E-05,7.83E-05,8.11E-05,8.17E-05,8.86E-05,9.38E-05,9.69E-05,0.000102947,0.00010767,0.000111675,0.000116097,0.000119045,0.000141637,0.000202462,0.000327069,0.000348967,0.000378975,0.000426501,0.000486653,0.000582997,0.000729032,0.000943994,0.002438174,0.008904164,0.137426618,17.09403004,56.42828586,64.65789644,75.98811759,86.0082309,100,117.6894402,133.22351,141.9591863,153.2480757,170.760165,190.5345454,201.4046238,215.6059191,220.8053979,232.2771331,236.620933,243.2954355,258.6960178,279.308165,295.9012978,336.3323029,361.1312738,398.6209677,388.9747615,423.1170528,484.9021037,519.331489,550.4674286,561.7492461,535.7930477,528.5337453,560.5702896,577.7028074,573.699308,563.0607044,585.3971555
Brazil,BRA,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,2.69E-13,3.62E-13,5.44E-13,9.71E-13,1.84E-12,2.93E-12,4.04E-12,5.11E-12,6.47E-12,7.77E-12,9.03E-12,1.08E-11,1.29E-11,1.67E-11,2.25E-11,3.02E-11,4.26E-11,6.20E-11,8.57E-11,1.32E-10,2.54E-10,5.10E-10,1.02E-09,2.37E-09,7.15E-09,2.49E-08,6.21E-08,1.90E-07,1.39E-06,1.95E-05,0.000551867,0.002851377,0.030481589,0.638939938,14.95227353,29.00412759,34.35720008,37.01267612,38.83531413,41.9462173,44.29774957,47.94128126,52.6386218,60.05594133,64.71151439,69.52037247,74.22987307,79.00956287,85.945459,92.23106532,100,108.3185922,116.9224755,125.6969981,135.5600767,145.8167894,157.6332051,163.4205262,170.7638836,177.9773921,187.1258259,207.8900007
Barbados,BRB,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,11.72400994,15.16626466,15.62443487,17.14786973,18.29977894,20.5649866,29.7530323,33.38298823,36.6697995,38.74688279,40.75522792,42.1875,44.07475577,47.30886006,48.61333333,51.93050193,53.86663117,56.28808864,57.48274343,60.46918257,61.80545636,62.43349202,64.01831403,64.60529699,70.22806148,73.34156887,72.37137788,74.00363416,74.67548077,75.50876367,79.90952326,85.23767016,88.69674094,96.29780384,97.95600646,96.24957975,99.9999952,103.5326717,102.9198404,105.952573,106.4780668,104.5359844,104.2865971,107.0087672,110.6303066,115.8272729,119.0504428,122.6959596
Brunei Darussalam,BRN,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,27.11505936,28.61152968,30.22153673,32.75443377,32.04319439,36.10367265,67.1939775,73.25594603,69.71149859,61.75042084,60.96361453,59.46089737,40.49004816,44.83461442,41.3962151,44.99687857,48.78109976,47.39704297,48.21553082,46.79245448,42.69173853,43.91827112,45.88965507,49.82921468,44.02482195,49.12904945,63.38419156,59.83981219,60.06373846,63.73039609,73.85471175,87.71452266,96.52783359,97.60937747,109.9986722,85.69840738,100,120.1805054,121.6451485,118.2131481,116.0303929,95.59418819,86.8302453,91.13154673,99.53173692,96.21158912,85.75939341,99.0377569
Bhutan,BTN,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,21.2560359,21.99203789,23.59463051,25.28361897,27.85336737,29.66623574,31.79788468,32.1480343,36.95894643,39.03157287,41.45361978,45.16010581,49.18987271,53.3776283,59.96509757,64.93283578,70.20059832,79.26130169,87.73930231,93.15304439,99.99997589,105.3587506,110.3687906,113.7528613,117.9673421,124.9306894,131.7017591,135.5914931,143.063222,149.8677181,158.6414407,172.1423019,187.9448442,198.9769118,212.7480262,220.3156185,229.9729582,241.7128963,245.9654255,248.1767873,265.184113,
Botswana,BWA,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,1.066780074,1.08741103,1.102207816,1.115178892,1.143588062,1.187573611,1.256319184,1.351567664,1.38084464,1.402722124,1.486585176,1.555922185,1.72357937,1.894327696,2.136743374,2.488606928,2.770205989,2.906981677,3.269389599,3.983959217,4.389935917,4.386058601,4.548141816,4.945898894,5.708901978,7.015878555,8.002398769,9.018228856,11.06510163,12.57535271,13.36760223,14.0597379,14.99320337,16.95202049,18.55632662,19.88408649,23.08784937,24.24007354,26.65614733,30.45070545,34.76586488,37.65589038,38.10300539,39.34481449,43.31029518,50.01113695,53.74853473,56.39705134,59.06428983,62.88133478,68.49035103,78.05028711,78.20154386,80.0073305,86.24724105,89.53856189,100,97.35258239,97.02947745,97.72422654,101.9770352,104.5525239
Central African Republic,CAF,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,7.298689766,7.636985389,8.010338273,8.384779589,9.017157238,9.471544298,9.895434838,9.818802886,11.40673907,10.96727303,11.45980007,12.02571574,12.5842185,12.86100716,13.55305791,16.17235119,20.37661699,22.69394018,24.78822633,27.49674509,32.51912984,37.03042614,44.77505614,49.7463775,50.45247811,67.67956523,65.35880774,63.85336487,65.52891288,67.13843719,68.37153201,68.10500911,70.00013111,67.59701239,84.09918014,92.42329669,89.14869702,89.88273045,89.51047745,93.16672578,101.0920475,101.5226376,99.11464074,100.4392273,95.97994058,100,103.3340459,105.2335651,112.6810189,113.482889,118.2620045,123.0032643,130.6061406,133.8549511,149.7753957,153.8317074,158.4160678,168.6239339,166.5597794,170.4370197,173.8153551,179.5000991
Canada,CAN,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,12.04040905,12.33472807,12.49591469,12.76388106,13.12558172,13.62239382,14.29688674,14.92724815,15.53310348,16.28306697,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.95050924,76.62526395,78.97868261,82.60683034,84.29533539,85.00635282,86.07392408,88.17789232,89.37992216,90.33244694,89.10638751,92.65615307,90.51438258,93.09399402,96.10536039,97.27007812,98.96009514,100.8844719,100,100.75403,103.3383677,105.0097773,106.5588794,107.3577305,116.1379075
Central Europe and the Baltics,CEB,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Switzerland,CHE,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,56.4346905,59.62951903,64.01112054,65.52618942,67.98973693,69.53360087,71.64366318,73.21515432,75.25803163,77.86080092,81.44521734,85.85067452,87.67468803,89.71051531,90.77303518,91.44272006,91.70002231,91.26066864,91.0807894,91.11706899,92.35338877,93.25385215,93.01204008,94.11380415,94.40310152,95.28521304,97.34090959,99.65716579,101.1189369,101.5413376,101.8810229,101.8475418,101.8437072,101.819969,101.2188686,100,99.40328011,99.03070023,99.77185412,99.66635081,99.16516036,100.5893948
Channel Islands,CHI,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.49719831,75.33157081,78.26371507,80.84769763,84.39103045,88.06517458,91.40951317,93.69905596,96.77138352,100,,,,,,,,,,,,,,
Chile,CHL,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,2.32E-05,2.47E-05,2.79E-05,4.01E-05,5.94E-05,8.24E-05,0.000105963,0.000132607,0.000176989,0.000248069,0.000348724,0.00041035,0.000769795,0.003962985,0.030856135,0.13798901,0.479247572,0.966995183,1.511264946,2.236334882,2.887503267,3.221554262,3.468207644,4.5420921,5.256905301,7.448083613,9.046062256,11.38432633,13.85676079,15.76290121,19.30497283,23.43449615,26.58980506,29.82430054,34.13808288,38.12565611,39.68109756,41.00270845,41.32211554,42.2261475,44.15167819,46.04011037,47.57815409,49.62415787,53.11013671,56.89174593,63.91781733,67.17043978,67.37942885,69.79012671,75.97174635,78.44881644,79.04774701,80.83483524,85.56601055,89.80526348,93.90097265,98.43469179,100,102.578359,111.6230236,120.0615936
China,CHN,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,14.85558139,17.12165084,17.10196695,16.65361996,16.59332745,16.73765303,16.47619903,16.61023246,16.83672556,16.19818791,15.77467488,15.87972434,15.89150481,15.92463304,15.96886142,15.78822563,15.77144492,15.94394853,16.21103239,16.79463844,17.42473583,17.83558869,17.81055554,18.0165872,18.90735659,20.83768407,21.81059987,22.9191272,25.69409754,27.90442332,29.49810749,31.47876882,34.05698167,39.22882877,47.316632,53.78277928,57.28227986,58.20828729,57.68426623,56.95567995,58.13055751,59.32051877,59.67768707,61.23120332,65.4879921,68.04447583,70.71627579,76.19656546,82.13635141,81.96424835,87.60451995,94.67918456,96.88636235,98.98237288,100.0029442,100,101.407346,105.6995965,109.3988156,110.8064506,111.3510071,116.2190359
Cote d'Ivoire,CIV,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,4.12414369,4.247458204,4.37508667,4.506948157,4.637928091,4.780723766,4.782712701,4.841432544,5.121935461,5.216891937,5.372921262,5.322357029,5.456034222,6.177756736,7.826857704,8.164504719,9.652320229,12.42748699,12.97843534,13.82740634,17.16585068,17.67687654,19.1442902,20.87623238,24.61514387,24.69973555,24.2007009,23.21447229,23.12604232,22.89191276,21.85644893,22.00146412,21.9962196,23.34990969,34.18101502,37.95589449,59.31890522,61.64508078,64.96612407,64.46204416,65.49409263,69.99744601,73.20482512,75.60456765,73.71191501,74.60761425,75.6219333,77.95755411,82.14616164,83.13830597,84.39886387,89.2174655,88.85693919,91.41311379,95.44199354,100,97.90963855,96.11044943,96.72060077,96.91451796,97.85899373,100.1790919
